rank	token	count
1438	मीटर	31
1439	पासपोर्ट	31
1440	कमजोर	31
1441	लड़की	31
1442	शीघ्र	31
1443	डाला	31
1444	चटर्जी	31
1445	अहम	31
1446	परिजनों	31
1447	अफ्रीका	31
1448	उत्पन्न	31
1449	छवि	31
1450	आमतौर	31
1451	संस्था	31
1452	मानवाधिकार	31
1453	संकट	31
1454	लश्कर	31
1455	फायदा	31
1456	इमारत	31
1457	कला	31
1458	संग्रह	31
1459	देरी	30
1460	मुक्त	30
1461	तस्करी	30
1462	न्यायमूर्ति	30
1463	जाकर	30
1464	इटली	30
1465	गेहूं	30
1466	नियुक्ति	30
1467	भर्ती	30
1468	अंतरिम	30
1469	दर्शकों	30
1470	टीवी	30
1471	जरूर	30
1472	यात्री	30
1473	मैदान	30
1474	यूनिवर्सिटी	30
1475	रास्ता	30
1476	भंग	30
1477	अक्सर	30
1478	लगाते	30
1479	फर्जी	30
1480	प्रो	30
1481	भुगतान	30
1482	विभाजन	30
1483	शुरुआती	30
1484	काली	30
1485	दर्जा	30
1486	चयन	30
1487	अंक	30
1488	अजीज	30
1489	देखना	30
1490	रख	30
1491	झील	30
1492	उठाने	30
1493	पड़ता	30
1494	स्थायी	30
1495	भाकपा	30
1496	यानि	30
1497	औपचारिक	30
1498	उम्मीदवार	30
1499	समर्थकों	29
1500	विस्तृत	29
1501	मिशन	29
1502	सुविधाओं	29
1503	हजारों	29
1504	विचारधारा	29
1505	जनसंख्या	29
1506	चैपल	29
1507	लेना	29
1508	इन्कार	29
1509	विमानों	29
1510	चुना	29
1511	खोलने	29
1512	कमांडर	29
1513	खाते	29
1514	हटा	29
1515	दवाओं	29
1516	योगदान	29
1517	मस्जिद	29
1518	आंकड़ों	29
1519	प्रसिद्ध	29
1520	भेजे	29
1521	अखबार	29
1522	दाऊद	29
1523	दर्जन	29
1524	लिहाजा	29
1525	वायुसेना	29
1526	फंड	29
1527	बहाल	29
1528	इनकी	29
1529	पीठ	29
1530	कायम	29
1531	जताते	29
1532	भोजन	29
1533	फायरिंग	29
1534	राजी	29
1535	हितों	29
1536	बसपा	29
1537	मालिक	29
1538	प्राधिकरण	29
1539	तभी	29
1540	तिब्बत	29
1541	मांगी	29
1542	आगरा	29
1543	हाथों	29
1544	बताई	29
1545	चैनल	29
1546	आती	29
1547	काल	29
1548	पवित्र	29
1549	लागत	29
1550	नासा	28
1551	दक्षिणी	28
1552	एनसीपी	28
1553	शहरी	28
1554	कार्यकाल	28
1555	कंपनियां	28
1556	अफ्रीकी	28
1557	गरीबी	28
1558	गिरोह	28
1559	शाह	28
1560	पिछली	28
1561	सकारात्मक	28
1562	जन्म	28
1563	खड़े	28
1564	इच्छा	28
1565	रिश्ते	28
1566	प्रतिनिधिमंडल	28
1567	चैनलों	28
1568	समाज	28
1569	रामदास	28
1570	प्राचीन	28
1571	कांड	28
1572	वायु	28
1573	किनारे	28
1574	महानिदेशक	28
1575	कारगिल	28
1576	लौटने	28
1577	शर्त	28
1578	लोन	28
1579	सैकड़ों	28
1580	निकट	28
1581	पैसा	28
1582	मिलेगी	28
1583	इनके	28
1584	रणनीति	28
1585	स्कूलों	28
1586	साथी	28
1587	तूफान	28
1588	उसमें	28
1589	गये	28
1590	पहुंचाने	28
1591	आकार	28
1592	इंग्लैंड	28
1593	युग	28
1594	शिविर	28
1595	पुत्र	27
1596	नीतियों	27
1597	खासकर	27
1598	पार्क	27
1599	रंग	27
1600	उर्फ	27
1601	अवगत	27
1602	आता	27
1603	नये	27
1604	कार्यकारी	27
1605	निदेशालय	27
1606	शेख	27
1607	सेट	27
1608	मणिपुर	27
1609	बूटा	27
1610	दावे	27
1611	लगने	27
1612	कप्तान	27
1613	आपको	27
1614	रहेगी	27
1615	आसान	27
1616	सीमित	27
1617	राजदूत	27
1618	अपराधियों	27
1619	वेंकैया	27
1620	जुटे	27
1621	महत्व	27
1622	फ्रांसीसी	27
1623	दरों	27
1624	नष्ट	27
1625	मतलब	27
1626	सवार	27
1627	रन	27
1628	समुद्री	27
1629	अशोक	27
1630	खाली	27
1631	बातें	27
1632	गृहमंत्री	27
1633	आदमी	27
1634	इलाहाबाद	27
1635	दायरे	27
1636	सभा	27
1637	अल्पसंख्यकों	27
1638	मिलियन	27
1639	इंतजाम	27
1640	मिलते	27
1641	समाचार	27
1642	जिनके	27
1643	प्रत्याशी	27
1644	निधन	27
1645	खेलने	27
1646	रास्ते	27
1647	पवार	27
1648	बाहरी	27
1649	नक्सली	27
1650	कृष्ण	27
1651	अर्थ	27
1652	बढ़कर	27
1653	आस	27
1654	पीड़ितों	27
1655	खतरे	26
1656	सूर्य	26
1657	हाई	26
1658	शव	26
1659	मेल	26
1660	रूस	26
1661	जर्मन	26
1662	डालने	26
1663	सेंट्रल	26
1664	निकले	26
1665	आमंत्रित	26
1666	प्लांट	26
1667	खिलाफ़	26
1668	हित	26
1669	पैमाने	26
1670	वितरण	26
1671	खुले	26
1672	विशाल	26
1673	द्रविड़	26
1674	चीत	26
1675	लाया	26
1676	कमरे	26
1677	भागीदारी	26
1678	अभ्यास	26
1679	अधिकृत	26
1680	नाराजगी	26
1681	आपदा	26
1682	काबू	26
1683	परिणाम	26
1684	समझा	26
1685	यातायात	26
1686	बचाने	26
1687	पंचायत	26
1688	बर्फबारी	26
1689	नरेंद्र	26
1690	साजिश	26
1691	लिखे	26
1692	डेढ़	26
1693	संचालित	26
1694	आयात	26
1695	अंडमान	26
1696	आईआईएम	26
1697	एनडीए	26
1698	शोध	26
1699	उपाय	26
1700	मुश्किल	26
1701	मान	26
1702	प्रभारी	26
1703	मेरे	26
1704	माओवादी	26
1705	डिजाइन	26
1706	इंजन	26
1707	न्याय	25
1708	लखनऊ	25
1709	पा	25
1710	ग्रामीणों	25
1711	परियोजनाओं	25
1712	मील	25
1713	पड़ने	25
1714	तस्वीरों	25
1715	गांगुली	25
1716	मतभेद	25
1717	स्थलों	25
1718	फैक्टरी	25
1719	अनुभव	25
1720	वर्षो	25
1721	यूनाइटेड	25
1722	गत	25
1723	मिलती	25
1724	थाने	25
1725	देनी	25
1726	मिसाइल	25
1727	वैज्ञानिकों	25
1728	लंबे	25
1729	महज	25
1730	श्री	25
1731	टाल	25
1732	कारणों	25
1733	गुप्ता	25
1734	हमलों	25
1735	बैंकों	25
1736	ग्रह	25
1737	संहिता	25
1738	श्रम	25
1739	गईं	25
1740	वाशिंगटन	25
1741	समन्वय	25
1742	निकोबार	25
1743	नियमों	25
1744	हमारा	25
1745	शौकत	25
1746	इजाजत	25
1747	पदों	25
1748	कब्जा	25
1749	सागर	25
1750	विवाह	25
1751	दलील	25
1752	ताजा	25
1753	स्वतंत्रता	25
1754	जिन्होंने	25
1755	प्रतिनिधियों	25
1756	बराबर	25
1757	रकम	25
1758	लिखित	25
1759	फीस	25
1760	कौर	25
1761	रिहा	25
1762	ऑल	25
1763	छत्तीसगढ़	25
1764	यूनियन	25
1765	सचिन	25
1766	पथराव	25
1767	हस्तक्षेप	24
1768	शाही	24
1769	मगर	24
1770	कहने	24
1771	औद्योगिक	24
1772	वर्षा	24
1773	खोला	24
1774	लोजपा	24
1775	महिलाएं	24
1776	प्रियंका	24
1777	हों	24
1778	जेलों	24
1779	डीजल	24
1780	किये	24
1781	उम्र	24
1782	पसंद	24
1783	अनारा	24
1784	एफआईआर	24
1785	उड्डयन	24
1786	खरीदने	24
1787	नारायणन	24
1788	साढ़े	24
1789	कोष	24
1790	स्वरूप	24
1791	विज्ञानियों	24
1792	निकलने	24
1793	जाएं	24
1794	इतनी	24
1795	वास्तविक	24
1796	लेंगे	24
1797	फिल्मों	24
1798	पकड़	24
1799	संदर्भ	24
1800	बरकरार	24
1801	आउट	24
1802	विराम	24
1803	विधान	24
1804	अभाज्य	24
1805	सामूहिक	24
1806	बलात्कार	24
1807	फुट	24
1808	कश्मीरी	24
1809	भेजी	24
1810	प्रसारण	24
1811	निलंबित	24
1812	सिख	24
1813	झटका	24
1814	धमाकों	24
1815	बुलाई	24
1816	स्वयं	24
1817	वारंट	24
1818	व्यस्त	24
1819	जिन्ना	24
1820	निवास	24
1821	सुदर्शन	24
1822	प्लेग	24
1823	अथवा	24
1824	रखना	24
1825	आवाज	24
1826	डाल	24
1827	उपायों	24
1828	देती	24
1829	कब्जे	24
1830	भारतीयों	24
1831	संवैधानिक	24
1832	जगत	23
1833	उपस्थिति	23
1834	जरूरतों	23
1835	इस्लामाबाद	23
1836	गिलानी	23
1837	सरबजीत	23
1838	केंद्रों	23
1839	आधा	23
1840	प्रत्यक्ष	23
1841	कौन	23
1842	कैदी	23
1843	मशीन	23
1844	ब्रांड	23
1845	ताजमहल	23
1846	तकरीबन	23
1847	यान	23
1848	चीफ	23
1849	तलाशी	23
1850	संभावित	23
1851	हद	23
1852	सरस्वती	23
1853	तस्वीरें	23
1854	चलता	23
1855	सतह	23
1856	मुख्यमंत्रियों	23
1857	तनाव	23
1858	संस्कृति	23
1859	सीटें	23
1860	ऑपरेशन	23
1861	देगी	23
1862	पैकेज	23
1863	आखिर	23
1864	छोटी	23
1865	घायलों	23
1866	भारद्वाज	23
1867	रोड	23
1868	पब्लिक	23
1869	मकसद	23
1870	मोर्चा	23
1871	उद्घाटन	23
1872	कक्षा	23
1873	मसलों	23
1874	खुराना	23
1875	परेशानी	23
1876	बैठे	23
1877	आग्रह	23
1878	वामपंथी	23
1879	पोप	23
1880	खोज	23
1881	बेचने	23
1882	लोक	23
1883	अंततः	23
1884	रिहाई	23
1885	वास्तव	22
1886	इराकी	22
1887	अधीक्षक	22
1888	सुलझाने	22
1889	वकालत	22
1890	सारी	22
1891	घाटे	22
